title,genre,plot
Lonesome,"Comedy, Drama, Romance","A lonesome boy and a lonesome girl meet accidentally on their Saturday-off at Coney Island. It is love at fight sight but over the bewilderment of their sudden romance and escape from loneliness, they don't even realize they don'y even known each other's name until a fire breaks out and they are separated."
Solitude,Drama,Soledad is an artist who has with drawn from society by moving into the desert. She lives a life alone seemingly immersed in noticing and painting the beauty that shes sees. Somewhere ...
The Man Who Laughs,"Drama, Horror, Mystery, Romance, Thriller","Gwynplaine, son of Lord Clancharlie, has a permanent smile carved on his face by the King, in revenge for Gwynplaine's father's treachery. Gwynplaine is adopted by a travelling showman and becomes a popular idol. He falls in love with the blind Dea. The king dies, and his evil jester tries to destroy or corrupt Gwynplaine."
The Mysterious Lady,"Drama, Romance","In Vienna, in the beginning of the Twentieth Century, Captain Karl von Raden and his partner Captain Max Heinrich learn in the box office that the ticket for the opera is sold-out. Out of the blue, a man returns his ticket and Karl buys it and shares a box with a gorgeous woman that is waiting for her cousin. Karl gives a ride home to the lady and they spend the night together. On the next day, they spend a wonderful day in the countryside together. Karl is assigned to travel to Berlin by train to deliver secret plans to the German government. His uncle, Colonel Eric von Raden, who is the chief of the Austrian secret service, advises Karl the woman with whom he had spent the previous day is the notorious Russian spy Tania Fedorova. While in the train, Tania meets Karl to tell that she is in love with him, but he rejects her telling that he knows who she is. On the next morning, Karl wakes up and finds that the plans have been stolen and he receives a message from Tania telling that she came as a woman in love with him and left as his enemy. Karl is expelled and imprisoned by the army as traitor but his uncle offers him the chance to clean his name, traveling to Warsaw to find who the traitor is. Karl poses as pianist and meets Tania and her lover, the powerful General Boris Alexandroff. What will Karl and Tania do?"
Plane Crazy,"Animation, Family, Comedy, Short","Mickey and his friends build an airplane from wood, using a dachshund like a rubber band. This plane never takes off, and quickly crashes into a tree. Mickey stretches his car into a semblance of an airplane, and brings Minnie along this time. Mickey is thrown from the plane, and struggles to get back in. The plane finally takes off. Mickey tries to get a kiss, but Minnie resists, and after Mickey kisses her anyway, she jumps out, using her bloomers as a parachute. Mickey crashes the plane soon after that."
Storm Over Asia,"Drama, War","In 1918 a simple Mongolian herdsman escapes to the hills after brawling with a western capitalist fur trader who cheats him. In 1920 he helps the partisans fight for the Soviets against the occupying army. However he is captured when the army tries to requisition cattle from the herdsmen at the same time as the commandant meets with the reincarnated Grand Lama. After being shot, the army discovers an amulet that suggests he was a direct descendant of Genghis Khan. They find him still alive, so the army restores his health and plans to use him as the head of a Mongolian puppet regime."
The Racket,"Crime, Drama, Film-Noir, Thriller","The big national crime syndicate has moved into town, partnering up with local crime boss Nick Scanlon. There are only two problems: First, Nick is the violent type, preferring to do things the old-fashioned way instead of using the syndicate's more genteel methods. The second problem is McQuigg, the only honest police captain on the force, and his loyal patrolman, Johnson. Together, they take on the violent Nick and try to foil the syndicate's plans to elect Welch, the crooked prosecutor running for a crooked judgeship."
Sadie Thompson,Drama,"Sadie Thompson arrives in Pago-Pago to start a new life, but when extremist missionary Davidson lashes out against her lifestyle and tries to force her back to San Francisco, she may lose her second chance."
Should Married Men Go Home?,"Comedy, Short","When Laurel visits Hardy at home, hi-jinx occur and the Mrs. orders them out. They go to a golf course where they try to impress two young ladies and wind up in a mud-slinging fight with other golfers."
Show People,"Comedy, Romance","Colonel Pepper brings his daughter, Peggy, to Hollywood from Georgia to be an actress. There she meets Billy who gets her work at Comet Studio doing comedies with him. But Peggy is discovered by High Art Studio and she leaves Billy and Comet to work there. For her new image, she is now Patricia Pepoire and ignores Billy when he sees her on location. When she is not longer wanted by the little people who do not understand ""ART"", she plans to marry Andre to get a fake title. Billy will not let her go without a fight."
Speedy,"Action, Comedy, Family","""Speedy"" loses his job as a soda-jerk, then spends the day with his girl at Coney Island. He then becomes a cab driver and delivers Babe Ruth to Yankee Stadium, where he stays to see the game. When the railroad tries to run the last horse-drawn trolley (operated by his girl's grandfather) out of business, ""Speedy"" organizes the neighborhood oldtimers to thwart their scheme."
